"basin","basin_id","site","site_id","latitude","longitude","year","n_transects","ak_acid_weed_avg","ak_acid_weed_sd","ak_acid_weed_var","ak_broad-ribbed_kelp_avg","ak_broad-ribbed_kelp_sd","ak_broad-ribbed_kelp_var","ak_bull_kelp_avg","ak_bull_kelp_sd","ak_bull_kelp_var","ak_feather_boa_n_avg","ak_feather_boa_n_sd","ak_feather_boa_n_var","ak_five-ribbed_kelp_avg","ak_five-ribbed_kelp_sd","ak_five-ribbed_kelp_var","ak_giant_kelp_n_avg","ak_giant_kelp_n_sd","ak_giant_kelp_n_var","ak_sieve_kelp_avg","ak_sieve_kelp_sd","ak_sieve_kelp_var","ak_sugar_kelp_avg","ak_sugar_kelp_sd","ak_sugar_kelp_var","ak_three-ribbed_kelp_avg","ak_three-ribbed_kelp_sd","ak_three-ribbed_kelp_var","ak_torn_kelp_avg","ak_torn_kelp_sd","ak_torn_kelp_var","ak_winged_kelp_avg","ak_winged_kelp_sd","ak_winged_kelp_var","ak_wire_weed_avg","ak_wire_weed_sd","ak_wire_weed_var","ak_woody_kelp_avg","ak_woody_kelp_sd","ak_woody_kelp_var"
"South_Puget_Sound",1,"Squaxin_Island",3,47.16767,-122.895667,2025,6,3.74,3.16,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,4.83,23.34,0,0,0
"South_Puget_Sound",1,"Fox_Island_East_Wall",4,47.228194,-122.589757,2023,6,0.44,0.4,0.16,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,4,2.47,6.08,0.7,0.31,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South_Puget_Sound",1,"Fox_Island_East_Wall",4,47.228194,-122.589757,2024,6,0.51,0.62,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,2.44,5.96,0.27,0.25,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South_Puget_Sound",1,"Fox_Island_East_Wall",4,47.228194,-122.589757,2025,6,0.09,0.12,0.02,0,0,0,0,0,0,0,0,0,0.08,0.11,0.01,0,0,0,3.4,3.83,14.66,1.03,1.51,2.28,0,0,0,0,0,0,0,0,0,0.03,0.07,0,0,0,0
"South_Puget_Sound",1,"Titlow_Beach",5,47.246982,-122.555038,2023,6,0.38,0.32,0.1,0,0,0,0.22,0.1,0.01,0,0,0,0.41,0.31,0.1,0,0,0,0.55,0.61,0.38,3.56,3.87,14.95,0,0,0,0,0,0,0,0.01,0,0.11,0.14,0.02,0,0,0
"South_Puget_Sound",1,"Titlow_Beach",5,47.246982,-122.555038,2024,6,0.47,0.32,0.1,0.04,0.11,0.01,0.19,0.21,0.04,0,0,0,0.94,1.43,2.05,0,0,0,0.12,0.24,0.06,2.51,1.99,3.95,0,0.01,0,0,0,0,0,0,0,0.02,0.03,0,0.02,0.03,0
"South_Puget_Sound",1,"Titlow_Beach",5,47.246982,-122.555038,2025,6,0.48,0.36,0.13,0.23,0.26,0.07,0.14,0.1,0.01,0,0,0,0.29,0.2,0.04,0,0,0,0.08,0.08,0.01,1.83,2.02,4.07,0,0,0,0,0,0,0,0,0,0.14,0.14,0.02,0.02,0.04,0
"Central_Puget_Sound",2,"Salmon_Beach",6,47.296017,-122.53165,2023,6,2,0.99,0.99,0,0,0,5.84,2.58,6.66,0,0,0,2.74,2.72,7.39,0,0,0,0.01,0.03,0,3.11,3.23,10.42,0,0,0,0,0,0,0,0,0,0.1,0.14,0.02,0.41,0.47,0.22
"Central_Puget_Sound",2,"Salmon_Beach",6,47.296017,-122.53165,2024,6,0.9,0.54,0.29,0,0,0,4.86,3.39,11.49,0,0,0,2.17,2.72,7.41,0,0,0,0,0,0,2.5,1.72,2.96,0,0,0,0,0,0,0,0,0,0,0,0,1.81,2.47,6.11
"Central_Puget_Sound",2,"Salmon_Beach",6,47.296017,-122.53165,2025,6,1.86,1.41,1.99,0,0,0,3.6,4.54,20.59,0,0,0,2.5,2.04,4.18,0,0,0,0.01,0.02,0,3.49,3.04,9.25,0,0,0,0,0,0,0,0,0,0.04,0.08,0.01,5,2.93,8.61
"Central_Puget_Sound",2,"Owen_Beach",7,47.31752,-122.53389,2023,6,0.19,0.17,0.03,0.16,0.16,0.03,0.06,0.06,0,0,0,0,0.21,0.28,0.08,0,0,0,0,0,0,0.41,0.37,0.14,0,0,0,0,0.01,0,0,0.01,0,0.2,0.26,0.07,0.91,1.68,2.81
"Central_Puget_Sound",2,"Owen_Beach",7,47.31752,-122.53389,2024,6,0.11,0.09,0.01,0,0,0,0.31,0.32,0.1,0,0,0,0.47,0.47,0.22,0,0,0,0,0,0,1.26,1.12,1.25,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.75,0.45,0.2
"Central_Puget_Sound",2,"Owen_Beach",7,47.31752,-122.53389,2025,6,0.58,0.57,0.32,0.06,0.1,0.01,1.11,1.29,1.67,0,0,0,1.16,1.17,1.37,0,0,0,0,0.01,0,1.52,1.86,3.46,0,0,0,0,0,0,0,0,0,0.24,0.46,0.21,1.26,1.36,1.86
"Central_Puget_Sound",2,"Point_Dalco",8,47.333519,-122.519126,2023,6,0.83,1.75,3.06,0,0,0,1.56,2.17,4.72,0,0,0,0.07,0.14,0.02,0,0,0,0.02,0.03,0,7.75,2.31,5.32,0,0,0,0.01,0.01,0,0,0,0,0.14,0.23,0.05,0,0,0
"Central_Puget_Sound",2,"Point_Dalco",8,47.333519,-122.519126,2024,6,0.03,0.05,0,0.71,1.74,3.01,3.06,3.63,13.21,0,0,0,0.13,0.12,0.02,0,0,0,0,0,0,2.14,1.54,2.37,0,0,0,0,0,0,0,0,0,0.16,0.17,0.03,0,0,0
"Central_Puget_Sound",2,"Point_Dalco",8,47.333519,-122.519126,2025,6,0.13,0.21,0.04,0,0,0,5.51,6.65,44.18,0,0,0,0.65,0.53,0.28,0,0,0,0,0,0,4.26,2.79,7.76,0,0,0,0,0,0,0,0,0,0.95,2.12,4.49,0,0,0
"Central_Puget_Sound",2,"Saltwater_State_Park",9,47.373282,-122.327981,2023,6,0.34,0.41,0.17,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0.94,0.81,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central_Puget_Sound",2,"Saltwater_State_Park",9,47.373282,-122.327981,2024,6,0.04,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.83,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central_Puget_Sound",2,"Saltwater_State_Park",9,47.373282,-122.327981,2025,6,0.14,0.18,0.03,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0.68,0.38,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hood_Canal",3,"Sund_Rock",10,47.435996,-123.12022,2022,6,0.1,0.16,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.57,0.33,0.48,0.67,0.44,0,0,0,0,0,0,0.01,0.02,0,0.2,0.39,0.15,0,0,0
"Hood_Canal",3,"Sund_Rock",10,47.435996,-123.12022,2023,6,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,1.05,1.11,0.06,0.08,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0
"Hood_Canal",3,"Sund_Rock",10,47.435996,-123.12022,2024,6,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,2.03,4.1,0.24,0.46,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hood_Canal",3,"Sund_Rock",10,47.435996,-123.12022,2025,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.76,0.58,0.13,0.11,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"Central_Puget_Sound",2,"Glen_Acres",11,47.48005,-122.448455,2023,6,0.11,0.15,0.02,0.06,0.15,0.02,0.01,0.01,0,0,0,0,0.12,0.11,0.01,0,0,0,0.01,0.02,0,0.46,0.26,0.07,0,0,0,0,0,0,0.01,0.01,0,0.01,0.03,0,0,0,0
"Central_Puget_Sound",2,"Glen_Acres",11,47.48005,-122.448455,2024,6,0.04,0.05,0,0,0,0,0.12,0.08,0.01,0,0,0,0.12,0.12,0.01,0,0,0,0,0,0,0.94,0.56,0.31,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0
"Central_Puget_Sound",2,"Glen_Acres",11,47.48005,-122.448455,2025,6,0.03,0.04,0,0,0,0,0.04,0.06,0,0,0,0,0.16,0.17,0.03,0,0,0,0,0,0,0.34,0.29,0.09,0,0,0,0,0,0,0,0,0,0.34,0.48,0.23,0,0,0
"Central_Puget_Sound",2,"Point_Vashon",12,47.512553,-122.473981,2022,6,0.12,0.1,0.01,0,0,0,0.94,1.51,2.28,0,0,0,0.17,0.21,0.04,0,0,0,0,0,0,3.05,3.63,13.18,0,0,0,0,0,0,0,0,0,0.09,0.12,0.01,0,0,0
"Central_Puget_Sound",2,"Point_Vashon",12,47.512553,-122.473981,2023,6,0.24,0.13,0.02,0,0,0,0.24,0.16,0.02,0,0,0,0.21,0.14,0.02,0,0,0,0.02,0.04,0,1.82,1.13,1.27,0,0.01,0,0,0,0,0.1,0.24,0.06,0.01,0.01,0,0,0,0
"Central_Puget_Sound",2,"Point_Vashon",12,47.512553,-122.473981,2024,6,0.14,0.23,0.05,0,0,0,0.31,0.39,0.15,0,0,0,0.08,0.08,0.01,0,0,0,0.01,0.02,0,1.93,2.15,4.62,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0
"Central_Puget_Sound",2,"Point_Vashon",12,47.512553,-122.473981,2025,6,0.16,0.23,0.05,0,0,0,0.22,0.22,0.05,0,0,0,0.38,0.71,0.5,0,0,0,0,0,0,1.35,1.47,2.15,0,0,0,0,0,0,0,0,0,0.03,0.06,0,0,0,0
"Central_Puget_Sound",2,"Blake_Island_South",13,47.53049,-122.49498,2022,6,0.12,0.12,0.01,0,0,0,0.34,0.3,0.09,0,0,0,0.28,0.1,0.01,0,0,0,0,0.01,0,1.47,1.42,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.85,0.73
"Central_Puget_Sound",2,"Blake_Island_South",13,47.53049,-122.49498,2023,6,0.13,0.29,0.09,0,0,0,0.14,0.25,0.06,0,0,0,0.39,0.22,0.05,0,0,0,0,0,0,1.05,1.8,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.59,0.35
"Central_Puget_Sound",2,"Blake_Island_South",13,47.53049,-122.49498,2024,6,0.31,0.24,0.06,0.01,0.01,0,0.61,0.62,0.39,0,0,0,1.26,1.53,2.34,0,0,0,0,0.01,0,0.5,0.47,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.6,0.36
"Central_Puget_Sound",2,"Blake_Island_South",13,47.53049,-122.49498,2025,6,0.33,0.17,0.03,0,0,0,0.08,0.14,0.02,0,0,0,0.49,0.56,0.31,0,0,0,0,0,0,1.09,0.55,0.31,0,0,0,0,0,0,0,0,0,0.13,0.12,0.01,0.33,0.79,0.62
"Central_Puget_Sound",2,"Lincoln_Park",14,47.536153,-122.397348,2022,6,0.18,0.32,0.1,0,0,0,0.17,0.15,0.02,0,0,0,0.46,0.14,0.02,0,0,0,0,0,0,4.59,4.4,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central_Puget_Sound",2,"Lincoln_Park",14,47.536153,-122.397348,2023,6,0.02,0.05,0,0,0,0,0.24,0.32,0.11,0,0,0,0.87,1.07,1.15,0,0,0,0,0,0,3.85,1.34,1.79,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0
"Central_Puget_Sound",2,"Lincoln_Park",14,47.536153,-122.397348,2024,6,0.55,0.64,0.41,0,0,0,0.11,0.15,0.02,0,0,0,0.39,0.16,0.02,0,0,0,0.01,0.03,0,1.53,0.86,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central_Puget_Sound",2,"Lincoln_Park",14,47.536153,-122.397348,2025,6,0.01,0.01,0,0,0,0,0.24,0.33,0.11,0,0,0,0.48,0.29,0.09,0,0,0,0.01,0.02,0,2.48,1.48,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central_Puget_Sound",2,"Seattle_Waterfront",15,47.608873,-122.349157,2022,6,0.01,0.03,0,0,0,0,0.87,1.36,1.86,0,0,0,0.31,0.45,0.2,0,0,0,0,0,0,2.41,1.98,3.9,0,0,0,0.04,0.1,0.01,0,0,0,0.03,0.07,0.01,0,0,0
"Central_Puget_Sound",2,"Seattle_Waterfront",15,47.608873,-122.349157,2023,6,0.01,0.01,0,0,0,0,0.48,1.02,1.04,0,0,0,0.02,0.03,0,0,0,0,0,0,0,0.84,0.9,0.81,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0
"Central_Puget_Sound",2,"Seattle_Waterfront",15,47.608873,-122.349157,2024,6,0.01,0.03,0,0,0,0,0.19,0.39,0.15,0,0,0,0.01,0.02,0,0,0,0,0.01,0.01,0,1.66,1.89,3.58,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
"Central_Puget_Sound",2,"Seattle_Waterfront",15,47.608873,-122.349157,2025,6,0,0,0,0,0,0,0.07,0.12,0.02,0,0,0,0.03,0.02,0,0,0,0,0.05,0.12,0.01,1.18,1.17,1.37,0,0,0,0,0,0,0,0,0,0.02,0.04,0,0,0,0
"Central_Puget_Sound",2,"Wing_Point",16,47.615814,-122.488302,2021,6,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0.09,0.05,0,0,0,0,0,0,0,4.81,3,8.99,0,0,0,0,0,0,0,0,0,0.03,0.04,0,0,0,0
"Central_Puget_Sound",2,"Wing_Point",16,47.615814,-122.488302,2022,6,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.07,0,0,0,0,0,0,0,5.28,3.21,10.3,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0,0,0
"Central_Puget_Sound",2,"Wing_Point",16,47.615814,-122.488302,2023,6,0.24,0.25,0.06,0,0,0,0,0,0,0,0,0,0.09,0.13,0.02,0,0,0,0.01,0.01,0,7.48,7.58,57.43,0,0,0,0,0,0,0,0,0,0.04,0.07,0,0,0,0
"Central_Puget_Sound",2,"Wing_Point",16,47.615814,-122.488302,2024,6,0.43,0.2,0.04,0,0,0,0,0,0,0,0,0,0.09,0.03,0,0,0,0,0,0,0,4.96,2.97,8.84,0,0,0,0,0,0,0,0,0,0.07,0.04,0,0,0,0
"Central_Puget_Sound",2,"Wing_Point",16,47.615814,-122.488302,2025,6,0.38,0.22,0.05,0,0,0,0,0,0,0,0,0,0.06,0.04,0,0,0,0,0,0,0,2.94,1.65,2.72,0,0,0,0,0,0,0,0,0,0.28,0.11,0.01,0,0,0
"Central_Puget_Sound",2,"Sirens_of_Spring",17,47.618148,-122.360893,2024,6,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0.01,0,0,0,0,0,0.01,0,0.43,0.23,0.05,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0
"Central_Puget_Sound",2,"Sirens_of_Spring",17,47.618148,-122.360893,2025,12,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0,0,0,0,0.02,0.03,0,0.31,0.51,0.26,0,0,0,0,0,0,0,0,0,0.28,0.31,0.09,0,0,0
"Central_Puget_Sound",2,"Grain_Terminal",18,47.624131,-122.369154,2024,6,0,0,0,0,0,0,0.22,0.34,0.12,0,0,0,0.37,0.4,0.16,0,0,0,0.69,0.61,0.37,2.17,1.62,2.61,0,0,0,0,0,0,0,0,0,0.02,0.03,0,0,0,0
"Central_Puget_Sound",2,"Grain_Terminal",18,47.624131,-122.369154,2025,6,0.02,0.02,0,0,0,0,0.07,0.1,0.01,0,0,0,0.13,0.18,0.03,0,0,0,0.78,0.37,0.14,1.76,1.75,3.07,0,0,0,0,0,0,0,0,0,0.12,0.13,0.02,0,0,0
"Central_Puget_Sound",2,"Elliot_Bay_Marina",19,47.627001,-122.391019,2024,6,0,0,0,0,0,0,0.1,0.11,0.01,0,0,0,0.03,0.02,0,0,0,0,1.49,1.75,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.85,0.72,0,0,0
"Central_Puget_Sound",2,"Elliot_Bay_Marina",19,47.627001,-122.391019,2025,12,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.06,0,0,0,0,1.64,1.75,3.08,0,0,0,0,0,0,0,0,0,0.12,0.23,0.05,0.02,0.03,0,0,0,0
"Central_Puget_Sound",2,"Magnolia",20,47.631423,-122.401099,2021,6,0,0,0,0,0,0,0.14,0.18,0.03,0,0,0,0.32,0.21,0.05,0,0,0,0,0,0,2.04,0.53,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central_Puget_Sound",2,"Magnolia",20,47.631423,-122.401099,2022,6,0.15,0.11,0.01,0,0,0,0.22,0.22,0.05,0,0,0,0.38,0.1,0.01,0,0,0,0.01,0.02,0,1.88,0.37,0.14,0,0,0,0,0,0,0,0,0,0.01,0.03,0,0,0,0
"Central_Puget_Sound",2,"Magnolia",20,47.631423,-122.401099,2023,6,0,0,0,0,0,0,0.1,0.17,0.03,0,0,0,0.08,0.15,0.02,0,0,0,0.03,0.03,0,2.87,2.13,4.52,0.01,0.01,0,0,0,0,0,0,0,0.05,0.04,0,0,0,0
"Central_Puget_Sound",2,"Magnolia",20,47.631423,-122.401099,2024,6,0.08,0.04,0,0,0,0,0.14,0.08,0.01,0,0,0,0.13,0.09,0.01,0,0,0,0,0,0,3.09,0.46,0.21,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0
"Central_Puget_Sound",2,"Magnolia",20,47.631423,-122.401099,2025,6,0.05,0.11,0.01,0,0,0,0.37,0.24,0.06,0,0,0,0.47,0.36,0.13,0,0,0,0.01,0.02,0,3.59,2.6,6.76,0,0,0,0,0,0,0,0,0,0.16,0.26,0.07,0,0,0
"Hood_Canal",3,"Goby_Gardens",21,47.631907,-122.94162,2022,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.86,0.73,0.19,0.48,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hood_Canal",3,"Goby_Gardens",21,47.631907,-122.94162,2023,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,2.04,4.17,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hood_Canal",3,"Goby_Gardens",21,47.631907,-122.94162,2024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,1.1,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hood_Canal",3,"Goby_Gardens",21,47.631907,-122.94162,2025,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,1.78,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.14,0.02,0,0,0
"Hood_Canal",3,"Pulali_Point",22,47.735708,-122.85479,2022,6,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,1.28,1.63,0.04,0.09,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hood_Canal",3,"Pulali_Point",22,47.735708,-122.85479,2023,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,1.26,1.59,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hood_Canal",3,"Pulali_Point",22,47.735708,-122.85479,2024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,1.15,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hood_Canal",3,"Pulali_Point",22,47.735708,-122.85479,2025,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,1.94,3.75,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0
"Central_Puget_Sound",2,"Jefferson_Head",23,47.744509,-122.475293,2022,6,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.3,0.11,0.01,0,0,0,0.17,0.13,0.02,4.72,0.96,0.93,0,0,0,0,0,0,0,0,0,0.04,0.03,0,0,0.01,0
"Central_Puget_Sound",2,"Jefferson_Head",23,47.744509,-122.475293,2023,6,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.46,0.2,0.04,0,0,0,0.02,0.02,0,4.29,1.01,1.02,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0
"Central_Puget_Sound",2,"Jefferson_Head",23,47.744509,-122.475293,2024,6,0.37,0.18,0.03,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0.01,0.01,0,3.36,1.19,1.41,0,0,0,0,0,0,0,0,0,0.01,0.03,0,0,0.01,0
"Central_Puget_Sound",2,"Jefferson_Head",23,47.744509,-122.475293,2025,6,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0.11,0.12,0.02,5.33,2.59,6.7,0,0,0,0,0,0,0,0,0,0.1,0.11,0.01,0.01,0.01,0
"Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,47.819549,-122.37838,2021,6,0.34,0.38,0.15,0,0,0,0.98,0.85,0.72,0,0,0,0.03,0.05,0,0,0,0,0,0,0,2.61,2.38,5.64,0,0,0,0,0,0,0,0,0,0.52,0.6,0.37,0,0,0
"Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,47.819549,-122.37838,2022,6,0.04,0.07,0,0,0,0,0.28,0.25,0.06,0,0,0,0.12,0.11,0.01,0,0,0,0,0,0,2.29,1.78,3.18,0,0,0,0,0,0,0.02,0.05,0,0.25,0.58,0.34,0,0,0
"Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,47.819549,-122.37838,2023,6,1.16,1.31,1.72,0,0,0,0.09,0.08,0.01,0,0,0,0.21,0.15,0.02,0,0,0,0,0,0,2.57,1.11,1.24,0,0,0,0,0,0,0,0,0,0.03,0.05,0,0,0,0
"Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,47.819549,-122.37838,2024,6,0.14,0.14,0.02,0,0,0,0.58,1.33,1.78,0,0,0,0.13,0.08,0.01,0,0,0,0.01,0.01,0,1.6,0.71,0.5,0,0,0,0,0,0,0,0,0,0.05,0.09,0.01,0,0,0
"Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,47.819549,-122.37838,2025,6,0,0,0,0,0,0,0.25,0.43,0.18,0,0,0,0.17,0.17,0.03,0,0,0,0,0,0,2.07,0.82,0.67,0,0,0,0,0,0,0.01,0.03,0,0.07,0.11,0.01,0,0,0
"Northern_Coast",4,"Teahwhit_Head",25,47.87103,-124.60768,2024,6,0,0,0,0,0,0,0.22,0.43,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,1.78,3.16,0.01,0.01,0,0,0,0,0.06,0.09,0.01
